text,label
"Dear Candidate, Your interview at TCS is scheduled for 10/06/2026 at 10am. Venue: TCS Hyderabad. Carry your ID.",0
"Your PhonePe payment of Rs. 1200 to BigBasket is successful. Order ID: BB20260601. Delivery by tomorrow evening.",0
"Dear Customer, Your Flipkart order #FK1234567890 has been shipped. Expected delivery: 05/06/2026. Track at flipkart.com.",0
"Your Swiggy order from Dominos is confirmed. Estimated delivery: 35 minutes. Track your order in the Swiggy app.",0
"Dear Student, Your result for semester 5 has been published. Check at university.ac.in/results using your roll number.",0
"Your Ola ride from Hitech City to Airport is confirmed. Driver: Raju, KA01AB1234. OTP: 4521. Fare: Rs. 350.",0
"Dear Customer, Your HDFC credit card bill of Rs. 8500 is due on 10/06/2026. Pay at hdfcbank.com to avoid interest.",0
"Your Zomato order from Biryani House is on the way. Arriving in 20 minutes. Rate your experience after delivery.",0
"Dear Applicant, Your application for the post of Junior Engineer has been received. Admit card will be sent by email.",0
"Your Jio recharge of Rs. 239 is successful. Validity 28 days. 1.5GB data per day. Activated on 01/06/2026.",0
"Dear Customer, Your LPG cylinder booking is confirmed. Delivery expected between 03/06/2026 and 05/06/2026.",0
"Your PAN card application status: Under process. Expected delivery in 15 working days at your registered address.",0
"Dear User, Your DigiLocker account has a new document added: Driving Licence. View at digilocker.gov.in.",0
"Your BESCOM electricity bill of Rs. 1240 for May 2026 is due on 20/06/2026. Pay online at bescom.org.",0
"Dear Customer, Your FASTag account is low on balance Rs. 50. Recharge now at netc.in to avoid toll deduction issues.",0
"Your Myntra order #MYN987654 is out for delivery today. Delivery by 8pm. Someone must be available to receive it.",0
"Dear Student, Attendance for June 2026 has been updated. Your attendance is 85 percent. View at college portal.",0
"Your CIBIL score has improved to 750. Check your full credit report at cibil.com for free once a year.",0
"Dear Customer, Your mutual fund SIP of Rs. 2000 has been processed successfully for June 2026. Groww App.",0
"Your Aadhaar update request has been received. Reference number: 1234567890. Changes will reflect in 30 days.",0
"Dear Sir/Madam, Your EPF passbook for 2025-26 is updated. Check your balance at unifiedportal-mem.epfindia.gov.in.",0
"Your Amazon India order #402-1234567-8901234 is delivered. If you have issues contact Amazon customer support.",0
"Dear Customer, Your ICICI Bank FD of Rs. 50000 has matured. Amount credited to your savings account XX1234.",0
"Your train 12628 has departed from Hyderabad at 06:30. Expected arrival at Chennai Central at 14:45. Have a safe journey.",0
"Dear Customer, Your SBI YONO app is blocked. Unblock now at http://yono-sbi-unlock.tk/verify or lose access forever.",1
"URGENT: Your Aadhaar card will be cancelled in 48 hours. Update biometrics at http://uidai-biometric.xyz/update",1
"You have won Rs. 25 lakhs in KBC lucky draw. Send your Aadhaar number and bank details to kbc-winner@gmail.com",1
"Dear User, Income Tax Department has filed a case against your PAN card. Pay Rs. 2000 fine: http://it-dept-fine.gq",1
"Your Vodafone SIM will be deactivated tonight. Complete KYC at http://vodafone-kyc.tk/update to keep your number.",1
"Dear Customer, Your PhonePe UPI is blocked due to fraud. Verify at http://phonepe-verify.xyz/upi immediately.",1
"Congratulations! You are selected for PM Awas Yojana free house. Submit Aadhaar and bank details to claim.",1
"ALERT: Your Demat account shows unauthorized transaction of Rs. 45000. Block now: http://zerodha-block.tk/account",1
"Dear User, Your Google Pay limit is exceeded. Increase limit by verifying: http://gpay-limit.xyz/increase",1
"Your Ola Money wallet will expire tomorrow. Withdraw Rs. 5000 by entering card details: http://ola-money.gq",1
"Dear Customer, TRAI is deactivating your mobile number due to illegal use. Call 9988776655 to stop deactivation.",1
"You have a pending income tax refund of Rs. 8400. Claim at http://it-refund-claim.xyz/pan with your PAN details.",1
"FINAL WARNING: Your BSNL broadband will be disconnected in 2 hours. Pay Rs. 199 at http://bsnl-pay.tk/bill",1
"Dear Sir, Your name is selected in DV lottery USA green card program. Pay processing fee at http://dv-lottery.gq",1
"Your Bajaj Finance EMI payment failed. Pay immediately at http://bajaj-emi.xyz/pay or face legal action and penalty.",1
"Dear Customer, Your Policybazaar insurance policy is expired. Renew now at http://policy-renew.tk to stay covered.",1
"ALERT: Suspicious login to your Zerodha account from Pakistan. Block access: http://zerodha-secure.xyz/login",1
"Your EPFO account shows wrong bank details. Update now at http://epfo-update.gq/bank to receive your PF amount.",1
"Dear User, Your Phonepe cashback of Rs. 2000 is pending. Claim by entering UPI PIN at http://phonepe-cashback.tk",1
"Congratulations! Your mobile number won Rs. 10 lakhs in Airtel anniversary lucky draw. Call 9876543210 to claim.",1
"URGENT: CBI has registered case against your Aadhaar number for money laundering. Call 1800-CBI-HELP immediately.",1
"Your IRCTC account password was changed from Delhi. If not you verify at http://irctc-secure.xyz/account now.",1
"Dear Customer, Your Swiggy One membership is expiring. Renew at http://swiggy-renew.tk/membership for free delivery.",1
"Your Paytm bank account is temporarily frozen. Unfreeze at http://paytm-unfreeze.xyz/verify with your PIN.",1
"NOTICE: Your driving licence has expired. Renew online at http://rto-renew.tk/licence to avoid Rs. 5000 fine.",1
"Dear User, Your Myntra account has a Rs. 1000 reward pending. Claim by entering card details at http://myntra-reward.gq",1
"Your Amazon Pay balance of Rs. 750 will expire in 24 hours. Withdraw to bank at http://amazonpay-withdraw.tk",1
"ALERT: Your mutual fund account at Groww shows loss of Rs. 25000. Recover now: http://groww-recover.xyz/funds",1
"Dear Customer, Your Reliance Jio fiber connection will be cut tonight due to unpaid bill. Pay: http://jio-fiber-pay.tk",1
"Your HDFC bank credit card is blocked due to suspicious transaction. Unblock: http://hdfc-unblock.xyz/card",1
"Congratulations! You won free iPhone 15 in Flipkart Big Billion Days. Claim at http://flipkart-iphone.gq/prize",1
"URGENT: Your EPF withdrawal of Rs. 80000 is rejected due to wrong KYC. Fix at http://epf-kyc-fix.tk/update",1
"Dear User, Your Aadhaar OTP verification is pending. Share OTP 847291 with our agent to complete verification.",1
"Your CIBIL report shows fraud activity. Clean your record now at http://cibil-clean.xyz/repair for Rs. 299 only.",1
"NOTICE from Cyber Crime Cell: Your IP address used for illegal downloading. Pay Rs. 3000 fine: http://cybercrime-fine.gq",1
"Dear Customer, Your Navi loan application is approved for Rs. 5 lakhs. Accept now at http://navi-loan.tk/accept",1
"Your FASTag is blacklisted. Remove blacklist at http://fastag-remove.xyz/blacklist by paying Rs. 100 charges.",1
"ALERT: Your DigiLocker account is accessed from unknown device. Secure now: http://digilocker-secure.tk/verify",1
"Dear User, Your Meesho seller account is suspended. Reactivate at http://meesho-reactivate.xyz/seller urgently.",1
"Your electricity meter will be replaced tomorrow between 10am-12pm. Confirm your address: http://bescom-confirm.tk",1
"URGENT: Rs. 49999 deducted from your account. If unauthorized click here to reverse: http://bank-reverse.gq/txn",1
"Dear Customer, Your ICICI bank account KYC is expired. Update at http://icici-kyc.xyz/update to avoid account freeze.",1
"You have been selected for free Ayushman Bharat health card. Register now at http://ayushman-free.tk/register",1
"Your Zomato Pro membership renewal failed. Update payment at http://zomato-pay.xyz/renew to keep benefits.",1
"NOTICE: Your passport application is rejected due to missing documents. Pay Rs. 500 at http://passport-fee.gq",1
"Dear User, Your Uber account is blocked due to complaint. Appeal now at http://uber-appeal.tk/account immediately.",1
"Your BSNL landline will be disconnected in 2 hours due to unpaid bill of Rs. 450. Pay: http://bsnl-landline.xyz",1
"Congratulations! Your phone number is selected for free 5G upgrade by Airtel. Claim: http://airtel-5g-free.tk",1
"ALERT: Your LIC policy premium payment failed. Pay now at http://lic-pay.xyz/premium to avoid policy lapse.",1
"Dear Customer, Your Kotak bank account will be closed in 24 hours due to inactivity. Activate: http://kotak-activate.gq",1
"Dear Team, Please find attached the minutes of meeting from yesterday's project discussion. Let me know if any corrections are needed.",0
"Hi, Your appointment at Apollo Hospital is confirmed for 05/06/2026 at 11am with Dr. Sharma. Please carry your reports.",0
"Dear Student, Your scholarship amount of Rs. 12000 for the academic year 2025-26 has been credited to your account.",0
"Your Swiggy order from McDonald's is confirmed. Preparing your food. Estimated delivery time is 30 minutes.",0
"Dear Employee, Your salary for May 2026 has been credited to your account. Payslip is available on the HR portal.",0
"Hi, This is a reminder that your car insurance policy renews on 15/06/2026. Login to policybazaar.com to renew.",0
"Dear Customer, Your Zerodha account statement for May 2026 is ready. Download from console.zerodha.com/reports.",0
"Your Rapido bike ride from Ameerpet to Madhapur is confirmed. Pilot: Kumar, TS09EF5678. OTP: 7834. Fare: Rs. 45.",0
"Dear Sir, Your property tax for the year 2026-27 has been assessed at Rs. 4500. Pay at ghmc.gov.in by 30/06/2026.",0
"Hi Team, The office will remain closed on 15/06/2026 for Eid holiday. Work from home is permitted on that day.",0
"Your NSDL PAN card application status is approved. Physical card will be delivered within 15 working days.",0
"Dear Customer, Your SIP investment of Rs. 5000 in HDFC Top 100 Fund is processed for June 2026. Groww.",0
"Hi, Your driving test is scheduled for 08/06/2026 at 9am at RTO Kukatpally. Carry your learner licence and ID proof.",0
"Your Dominos pizza order #DOM123456 is out for delivery. Expected arrival in 15 minutes. Enjoy your meal!",0
"Dear Candidate, Your written test result for Group 4 exam is declared. Check at tspsc.gov.in with your hall ticket.",0
"Hi, Please submit your investment proofs for tax saving by 30/06/2026 to HR for Form 16 processing. TCS HR Team.",0
"Your BookMyShow booking for RRR movie on 05/06/2026 at PVR Hyderabad is confirmed. Seats: F4, F5. Enjoy the show!",0
"Dear Customer, Your Bajaj Finserv EMI of Rs. 3500 for June 2026 has been successfully deducted from your account.",0
"Hi, Your Practo appointment with Dr. Reddy at Care Hospital on 07/06/2026 at 3pm is confirmed. Carry your reports.",0
"Your Amazon Fresh grocery order will be delivered today between 2pm and 4pm. Order total: Rs. 850.",0
"Dear Student, Your fee receipt for semester 6 is generated. Download from the college ERP portal using your ID.",0
"Hi, The water supply in your area will be suspended on 06/06/2026 from 8am to 5pm for pipeline maintenance work.",0
"Your HDFC home loan EMI of Rs. 22000 for June 2026 has been auto debited successfully from your savings account.",0
"Dear Customer, Your Tata Sky DTH recharge of Rs. 399 is successful. Pack activated for next 30 days. Enjoy viewing.",0
"Hi, Your leave application for 10/06/2026 has been approved by your manager. Have a good day off.",0
"Your Meesho order #MS9876543 has been shipped. Expected delivery between 07/06/2026 and 09/06/2026.",0
"Dear User, Your DigiLocker driving licence is updated with new expiry date 2036. Download from digilocker.gov.in.",0
"Hi, Reminder that the quarterly performance review is scheduled for next Monday at 2pm in Conference Room 3.",0
"Your Nykaa order #NYK456789 has been delivered. Hope you love your products. Rate your experience on the app.",0
"Dear Customer, Your SBI life insurance premium of Rs. 8000 has been received for policy number 1234567890.",0
"Hi, Your college bus pass has been renewed for June-July 2026. Collect it from the transport office by Friday.",0
"Your Hotstar subscription has been renewed for Rs. 899 for one year. Enjoy unlimited movies and cricket matches.",0
"Dear Applicant, Your application for GATE 2027 is successfully submitted. Application number: GE27HY1234567.",0
"Hi, The seminar on Artificial Intelligence is scheduled for 10/06/2026 at 10am in the main auditorium. All welcome.",0
"Your Uber Eats order from Subway is confirmed. Your food will arrive in 25 minutes. Track in the Uber Eats app.",0
"Dear Customer, Your NSC maturity amount of Rs. 75000 has been credited to your post office savings account.",0
"Hi, Your blood test reports from Thyrocare are ready. Download from thyrocare.com using your registered mobile number.",0
"Your IndiGo flight 6E-234 from Hyderabad to Mumbai on 10/06/2026 is confirmed. Check in opens 48 hours before.",0
"Dear Employee, Your bonus for FY 2025-26 has been processed. It will reflect in your June 2026 salary. Congratulations!",0
"Hi, Your Chegg subscription has been renewed for Rs. 530 per month. Access all study materials at chegg.com.",0
"Your Dunzo delivery order is out for delivery. Our delivery partner will arrive in 10 minutes at your location.",0
"Dear Student, Your internship offer letter from Infosys is attached. Report on 01/07/2026 at 9am to the Hyderabad office.",0
"Hi, The water bill for flat 304 for May 2026 is Rs. 350. Pay at the society office by 10/06/2026. Secretary.",0
"Your MakeMyTrip hotel booking at Taj Krishna Hyderabad from 15/06/2026 to 17/06/2026 is confirmed. Enjoy your stay.",0
"Dear Customer, Your Demat account at Zerodha has been successfully opened. Login at zerodha.com with your credentials.",0
"Hi, Your assignment submission deadline for Machine Learning course is 08/06/2026 at 11:59pm. Submit on the portal.",0
"Your Reliance Smart grocery order has been delivered. Thank you for shopping with us. See you again soon.",0
"Dear User, Your UMANG app profile is successfully updated with your latest Aadhaar details. No further action needed.",0
"Hi, Team lunch is organized on Friday at Hotel Minerva at 1pm. Please confirm your attendance by Thursday evening.",0
"Your Navi health insurance claim of Rs. 15000 for hospitalization has been approved and will be credited in 3 days.",0
"Your SBI account XX1234 is debited Rs. 15000 via UPI on 01/06/2026. If not done by you call 18001234.",0
"Hi, Your appointment at Apollo Hospital is confirmed for 05/06/2026 at 11am with Dr. Sharma.",0
"Dear Student, Your scholarship amount of Rs. 12000 for 2025-26 has been credited to your account.",0
"Your Swiggy order from McDonald's is confirmed. Preparing your food. Estimated delivery 30 minutes.",0
"Dear Employee, Your salary for May 2026 has been credited. Payslip available on the HR portal.",0
"Your Zerodha account statement for May 2026 is ready. Download from console.zerodha.com.",0
"Your Rapido bike ride from Ameerpet to Madhapur is confirmed. Pilot Kumar. OTP 7834. Fare Rs. 45.",0
"Dear Sir, Your property tax for 2026-27 is assessed at Rs. 4500. Pay at ghmc.gov.in by 30/06/2026.",0
"Your NSDL PAN card application is approved. Physical card will be delivered within 15 working days.",0
"Dear Customer, Your SIP of Rs. 5000 in HDFC Top 100 Fund is processed for June 2026.",0
"Your driving test is scheduled for 08/06/2026 at 9am at RTO Kukatpally. Carry your learner licence.",0
"Your Dominos pizza order is out for delivery. Expected arrival in 15 minutes. Enjoy your meal!",0
"Dear Candidate, Your written test result for Group 4 exam is declared. Check at tspsc.gov.in.",0
"Your BookMyShow booking for movie on 05/06/2026 at PVR Hyderabad is confirmed. Seats F4 F5.",0
"Dear Customer, Your Bajaj Finserv EMI of Rs. 3500 for June 2026 has been successfully deducted.",0
"Your Practo appointment with Dr. Reddy at Care Hospital on 07/06/2026 at 3pm is confirmed.",0
"Your Amazon Fresh grocery order will be delivered today between 2pm and 4pm. Order total Rs. 850.",0
"Dear Student, Your fee receipt for semester 6 is generated. Download from the college ERP portal.",0
"Your HDFC home loan EMI of Rs. 22000 for June 2026 has been auto debited from your savings account.",0
"Dear Customer, Your Tata Sky DTH recharge of Rs. 399 is successful. Pack activated for 30 days.",0
"Your leave application for 10/06/2026 has been approved by your manager. Have a good day off.",0
"Your Meesho order has been shipped. Expected delivery between 07/06/2026 and 09/06/2026.",0
"Dear User, Your DigiLocker driving licence is updated with new expiry date 2036.",0
"Your Nykaa order has been delivered. Hope you love your products. Rate your experience on the app.",0
"Dear Customer, Your SBI life insurance premium of Rs. 8000 has been received for policy 1234567890.",0
"Your Hotstar subscription has been renewed for Rs. 899 for one year. Enjoy unlimited movies.",0
"Dear Applicant, Your GATE 2027 application is successfully submitted. Application number GE27HY1234567.",0
"Your Uber Eats order from Subway is confirmed. Your food will arrive in 25 minutes.",0
"Dear Customer, Your NSC maturity amount of Rs. 75000 has been credited to your post office account.",0
"Your IndiGo flight 6E-234 from Hyderabad to Mumbai on 10/06/2026 is confirmed.",0
"Dear Employee, Your bonus for FY 2025-26 has been processed. It will reflect in June 2026 salary.",0
"Your Dunzo delivery order is out for delivery. Our partner will arrive in 10 minutes.",0
"Dear Student, Your internship offer from Infosys is attached. Report on 01/07/2026 at Hyderabad office.",0
"Your MakeMyTrip hotel booking at Taj Krishna Hyderabad from 15/06/2026 to 17/06/2026 is confirmed.",0
"Dear Customer, Your Demat account at Zerodha has been successfully opened. Login at zerodha.com.",0
"Your Reliance Smart grocery order has been delivered. Thank you for shopping with us.",0
"Dear User, Your UMANG app profile is successfully updated with your latest Aadhaar details.",0
"Your Navi health insurance claim of Rs. 15000 for hospitalization has been approved.",0
"Dear Customer, Your Canara Bank account XX3456 is credited with Rs. 8000 on 01/06/2026.",0
"Your Vodafone postpaid bill of Rs. 599 for May 2026 is generated. Pay at vodafone.in by 20/06/2026.",0
"Your EPFO annual statement for 2025-26 shows total balance Rs. 1,25,000. Check at epfindia.gov.in.",0
"Dear Customer, Your Angel One Demat account statement for May 2026 is ready. Download at angelone.in.",0
"Your PM Kisan installment of Rs. 2000 for June 2026 is credited to your registered bank account.",0
"Your GST return for May 2026 is filed successfully. ARN AA123456789012. Keep for your records.",0
"Dear Customer, Your SBI account XX1234 is credited with Rs. 800.00 via SB Collect. Ref DUP4573938.",0
"Dear Sir/Madam, Payment of Rs. 1500 received towards college fee via SBI Collect. ID DUP1234567.",0
"Your GPay transaction of Rs. 200 to Swiggy is successful. UPI Ref 304958271234. Date 01/06/2026.",0
"Dear Customer, Your Jio recharge of Rs. 349 is successful. Validity 28 days. Data 2GB per day.",0
"Your PhonePe payment of Rs. 1200 to BigBasket is successful. Delivery by tomorrow evening.",0
"Dear Customer, Your HDFC credit card bill of Rs. 8500 is due on 10/06/2026. Pay at hdfcbank.com.",0
"Your society maintenance bill for June 2026 is Rs. 2500. Pay by 10/06/2026 at society office.",0
"Dear Customer, Your Canara Bank locker rent of Rs. 2000 for 2026-27 is due. Pay at the branch.",0
"Your Myntra return pickup is scheduled for tomorrow between 10am and 12pm. Keep item packed.",0
"Your IRCTC waiting list ticket for train 12723 Telangana Express is confirmed. Status CNF B2 45.",0
"Dear Customer, Your post office savings account passbook is updated. Balance Rs. 45000.",0
"Your Maruti car is ready after servicing. Total cost Rs. 4200. Pickup from Maruti Service Center.",0
"Dear Applicant, Your RRB NTPC application is submitted. Application ID RRB26HY123456.",0
"Your Tata AIG car insurance policy is renewed. Policy TA2026123456. Premium paid Rs. 8500.",0
"Your Zomato Gold membership is activated. Enjoy 1 plus 1 on food at partner restaurants.",0
"Dear Customer, Your Sundaram Mutual Fund SIP of Rs. 3000 for June 2026 is processed.",0
"Your boAt earphones order from Croma is confirmed. Delivery within 3 working days.",0
"Dear Student, Your post matric scholarship 2025-26 is approved. Amount Rs. 10000 will be credited.",0
"Dear Customer, Your Vijaya Bank account is migrated to Bank of Baroda. All services continue.",0
"Your Apollo Pharmacy order is ready for delivery. Medicines will reach you in 2 hours.",0
"Dear Candidate, Your IBPS PO 2026 result is declared. Check at ibps.in with your registration number.",0
"Your Cult.fit gym membership is renewed for 3 months for Rs. 2999. All classes available.",0
"Dear Customer, Your TSRTC bus pass for June-July 2026 is ready. Collect from nearest TSRTC depot.",0
"Your Myntra order is delivered. Raise a return request within 30 days if any issues.",0
"Dear Customer, Your IDFC First Bank account is opened. Welcome kit delivered in 7 working days.",0
"Your OYO rooms booking at Hotel Pearl Hyderabad from 10/06/2026 to 12/06/2026 is confirmed.",0
"Dear Customer, Your Bandhan Bank RD maturity amount of Rs. 36000 is credited to your account.",0
"Your SpiceJet flight booking from Chennai to Delhi on 14/06/2026 is confirmed. Check in at spicejet.com.",0
"Dear Employee, Your PF account statement for 2025-26 is available at epfindia.gov.in.",0
"Your Star Health insurance cashless claim at Apollo Hospital is approved up to Rs. 5 lakhs.",0
"Dear Student, Your Telangana State Board result for Class 10 is declared. Check at bse.telangana.gov.in.",0
"Your IndusInd Bank FD interest of Rs. 3500 is credited to your savings account for Q1 2026.",0
"Dear User, Your Voter ID card is successfully updated with new address at voters.eci.gov.in.",0
"Your Testbook mock test result for SSC MTS is available. You scored 145 out of 200.",0
"Dear Customer, Your Post Office RD installment of Rs. 1000 for June 2026 is received.",0
"Your Bigbasket order of Rs. 1250 is out for delivery. Arriving between 2pm and 4pm.",0
"Dear Customer, Your Axis Bank home loan EMI of Rs. 18500 is debited on 01/06/2026.",0
"Your Blinkit order of groceries is being packed. Delivery in 10 minutes to your address.",0
"Dear Customer, Your Reliance Jio fiber bill of Rs. 999 for June 2026 is generated.",0
"Your Pharmeasy medicine order is dispatched. Expected delivery tomorrow by 6pm.",0
"Your Flipkart Plus membership is renewed for Rs. 999. You have 300 SuperCoins credited.",0
"Dear Student, Your CBSE class 12 mark sheet is available on digilocker.gov.in.",0
"Your Urban Company home cleaning service is confirmed for 07/06/2026 at 10am.",0
"Dear Customer, Your Axis Bank credit card minimum payment of Rs. 500 is due on 15/06/2026.",0
"Your MG Hector car service appointment is confirmed for 08/06/2026 at Hyderabad service center.",0
"Your EAMCET 2026 rank card is available at tsche.ac.in. Rank 4521. Counselling starts 20/06/2026.",0
"Dear Customer, Your Union Bank account statement for May 2026 is ready at unionbankofindia.com.",0
"Your IndiaMart buyer inquiry has received 5 responses from verified sellers. Check at indiamart.com.",0
"Dear Customer, Your Yes Bank FD of Rs. 100000 is created for 1 year at 7.5 percent interest.",0
"Your income tax return for AY 2026-27 has been filed. Acknowledgement 123456789012345.",0
"Your Airbnb booking at Goa Beach Villa from 20/06/2026 to 25/06/2026 is confirmed.",0
"Dear Customer, Your Kotak 811 account is successfully opened. Account number 1234567890.",0
"Your Cleartrip flight booking from Delhi to Hyderabad on 12/06/2026 is confirmed.",0
"URGENT: Your SBI account is blocked. Verify at http://sbi-verify-now.tk/login or lose access forever.",1
"Dear Customer, Your Aadhaar is suspended due to suspicious activity. Reactivate: http://uidai-fix.gq",1
"Your PAN card is deactivated. Pay Rs. 999 fine at http://pan-restore.xyz or face income tax penalty.",1
"ALERT: Unauthorized login to your HDFC account from China. Block now: http://hdfc-block.tk/secure",1
"Congratulations! You won Rs. 75000 in IRCTC lucky draw. Claim at http://irctc-prize.gq/winner",1
"Your Flipkart order is cancelled and Rs. 2999 refund pending. Claim: http://flipkart-refund.tk/now",1
"URGENT: Your Vodafone SIM used for illegal calls. Pay Rs. 1500 fine: http://vodafone-fine.xyz/pay",1
"Dear User, Your EPF amount of Rs. 90000 is ready for withdrawal. Claim: http://epf-claim.gq/now",1
"Your CIBIL score dropped to 200. Repair now for Rs. 499 at http://cibil-repair.tk/score today.",1
"NOTICE: Your electricity will be cut in 2 hours. Pay pending bill at http://electricity-pay.xyz",1
"Your Paytm account is hacked. Secure it now at http://paytm-secure.gq/verify with your PIN.",1
"Congratulations! PM Modi scheme gives free Rs. 50000 to selected families. Register: http://pm-scheme.tk",1
"ALERT: Your Aadhaar linked to 3 criminal cases. Call CBI at 9988776655 immediately to clear name.",1
"Your Amazon account is suspended due to fake reviews. Appeal: http://amazon-appeal.xyz/account",1
"URGENT: Your GPay is blocked due to 5 failed attempts. Unblock: http://gpay-unblock.tk/verify",1
"Dear Customer, Your LIC policy will lapse tomorrow. Renew at http://lic-renew.xyz/policy urgently.",1
"Your IRCTC account shows unauthorized booking of Rs. 4500. Cancel: http://irctc-cancel.gq/booking",1
"NOTICE: Your driving licence is fake. Pay Rs. 2000 fine at http://rto-fine.tk/dl or face arrest.",1
"Congratulations! Your number won free Jio 5G connection. Register: http://jio-5g-free.gq/apply",1
"Your Zerodha account shows Rs. 1 lakh unauthorized trade. Stop it: http://zerodha-stop.xyz/trade",1
"ALERT: Your DigiLocker is hacked. Secure documents now: http://digilocker-secure.gq/protect",1
"Dear User, Your Swiggy account shows 50 fake orders. Dispute: http://swiggy-dispute.tk/orders",1
"Your FASTag shows wrong vehicle linked. Fix at http://fastag-fix.xyz/vehicle or pay double toll.",1
"URGENT: Your Meesho seller account has fraudulent returns. Fix: http://meesho-fix.gq/returns",1
"Congratulations! You are selected for free government laptop. Apply: http://laptop-scheme.tk/apply",1
"Your BSNL broadband shows illegal downloads. Pay Rs. 5000 penalty: http://bsnl-penalty.xyz/pay",1
"Dear Customer, Your Bajaj Finance loan is overdue. Pay now: http://bajaj-pay.tk/loan or face court.",1
"ALERT: Your NPS account shows wrong nominee. Fix now: http://nps-fix.gq/nominee before retirement.",1
"Your Groww account shows suspicious SIP cancellation of Rs. 20000. Stop: http://groww-stop.tk/sip",1
"URGENT: Your passport is about to be cancelled. Renew at http://passport-renew.xyz/urgent today.",1
"Your PhonePe merchant account shows fake transactions. Verify: http://phonepe-verify.gq/merchant",1
"Congratulations! Your electricity bill refund of Rs. 3000 is approved. Claim: http://eb-refund.tk",1
"Dear Customer, CRED shows unauthorized redemption of your coins. Dispute: http://cred-dispute.xyz",1
"Your UPI shows suspicious outgoing transfer of Rs. 25000. Block: http://upi-block.gq/transfer now.",1
"NOTICE: Your Ola driver filed complaint against you. Pay Rs. 500 or: http://ola-complaint.tk/pay",1
"Your Kotak credit card cloned. Block immediately at http://kotak-block.xyz/card before more charges.",1
"Dear User, Your Myntra account shows unauthorized returns worth Rs. 8000. Fix: http://myntra-fix.gq",1
"URGENT: Your Airtel number will be permanently deleted in 12 hours. Renew: http://airtel-renew.tk",1
"Your Post Office account shows unauthorized withdrawal. Dispute: http://postoffice-dispute.xyz/now",1
"Congratulations! You won free washing machine in Big Bazaar lucky draw. Claim: http://bb-prize.gq",1
"Your EPFO passbook shows wrong employer contribution. Fix: http://epfo-fix.tk/contribution urgently.",1
"ALERT: Your income tax return shows discrepancy. Pay Rs. 3000 penalty: http://itr-penalty.xyz/pay",1
"Dear Customer, Your Nykaa order shows unauthorized purchase of Rs. 5000. Dispute: http://nykaa-fix.gq",1
"Your BookMyShow account shows unauthorized ticket booking. Cancel: http://bms-cancel.tk/booking now.",1
"URGENT: Your vehicle RC is expired. Renew at http://rc-renew.xyz/vehicle or pay heavy fine today.",1
"Your ICICI Lombard claim is rejected. Appeal with Rs. 200 fee at http://icici-appeal.gq/claim now.",1
"Congratulations! You won free refrigerator in Flipkart sale. Claim: http://flipkart-prize.tk/fridge",1
"ALERT: Your CRED score dropped. Improve it now at http://cred-improve.xyz/score for Rs. 299 only.",1
"Your Zomato delivery partner is blacklisted. Rate him now at http://zomato-report.gq/driver urgently.",1
"Dear Customer, Your SBI account XX1234 is debited Rs. 15000 via UPI on 01/06/2026. If not done by you call 18001234.",0
"Hi, Your Aadhaar card is successfully linked with your PAN card. No further action required. Income Tax Department.",0
"Dear Student, Your admit card for UPSC Prelims 2026 is available at upsc.gov.in. Download before 10/06/2026.",0
"Your Cleartrip flight booking from Delhi to Hyderabad on 12/06/2026 is confirmed. Booking ID: CT123456789.",0
"Dear Customer, Your Kotak 811 account is successfully opened. Your account number is 1234567890. Welcome aboard.",0
"Hi, Your Byju's subscription for Class 10 is renewed for Rs. 2500 for 3 months. Access at byjus.com.",0
"Your HDFC Bank account XX5678 is credited with Rs. 50000 via NEFT on 01/06/2026. Transaction ID: HDFC20260601.",0
"Dear Applicant, Your SSC CGL 2026 application is submitted. Roll number will be sent 15 days before exam date.",0
"Hi, Your Ola Electric scooter service appointment is confirmed for 07/06/2026 at Ola service center Hyderabad.",0
"Your Noon Academy live class for Physics is scheduled for today at 5pm. Join using your registered mobile number.",0
"Dear Customer, Your Yes Bank FD of Rs. 100000 is created for 1 year at 7.5% interest. Maturity date: 01/06/2027.",0
"Hi, Your income tax return for AY 2026-27 has been filed successfully. Acknowledgement number: 123456789012345.",0
"Your Lenskart order #LK789456 has been shipped. Your new glasses will arrive by 08/06/2026 at your address.",0
"Dear Employee, Your PF account statement for 2025-26 is available at epfindia.gov.in. Check your balance online.",0
"Hi, The electricity board will conduct maintenance in your area on 07/06/2026 from 9am to 1pm. Plan accordingly.",0
"Your Airbnb booking at Goa Beach Villa from 20/06/2026 to 25/06/2026 is confirmed. Host will contact you soon.",0
"Dear Customer, Your Axis Bank credit card XX9012 minimum payment of Rs. 500 is due on 15/06/2026. Pay at axisbank.com.",0
"Hi, Your Udemy course Python for Beginners is purchased for Rs. 499. Access at udemy.com with your account.",0
"Your Porter mini truck booking from Kondapur to Gachibowli is confirmed. Driver will arrive at 10am tomorrow.",0
"Dear Student, Your CBSE class 12 mark sheet is available on digilocker.gov.in. Download and keep for records.",0
"Your Tata Neu app order for electronics is confirmed. Order ID: TN123456. Delivery by 06/06/2026.",0
"Dear Customer, Your Axis Bank home loan EMI of Rs. 18500 is debited on 01/06/2026. Outstanding balance updated.",0
"Hi, Your appointment with Dr. Mehta at Yashoda Hospital is confirmed for 09/06/2026 at 2pm. Ward B, Room 12.",0
